"LongTable-checkbox","lineage1","lineage2","lineage3","depmapId","displayName"
"false","Testis","Non-Seminomatous Germ Cell Tumor","Teratoma","ACH-001668","SUSA"
"false","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000437","SW1088"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000489","SW1116"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000890","SW1271"
"false","Adrenal Gland","Adrenocortical Carcinoma","Adrenocortical Carcinoma","ACH-001401","SW13"
"false","Bone","Chondrosarcoma","Chondrosarcoma","ACH-000418","SW1353"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000236","SW1417"
"false","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-000470","SW1463"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-001398","SW156"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000677","SW1573"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000566","SW1710"
"false","CNS/Brain","Diffuse Glioma","Anaplastic Astrocytoma","ACH-000883","SW1783"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000155","SW1990"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000820","SW403"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000958","SW48"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000842","SW480"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-001825","SW527"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","ACH-000163","SW579"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000651","SW620"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-001399","SW626"
"false","Soft Tissue","Fibrosarcoma","Fibrosarcoma","ACH-002309","SW684"
"false","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-001402","SW756"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000384","SW780"
"false","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-000421","SW837"
"false","Soft Tissue","Liposarcoma","Liposarcoma","ACH-002310","SW872"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000669","SW900"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000680","SW948"
"false","Vulva/Vagina","Squamous Cell Carcinoma of the Vulva/Vagina","Squamous Cell Carcinoma of the Vulva/Vagina","ACH-001400","SW954"
"false","Vulva/Vagina","Mucosal Melanoma of the Vulva/Vagina","Mucosal Melanoma of the Vulva/Vagina","ACH-002200","SW962"
"false","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","ACH-001274","SW982"
"false","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","ACH-001275","SYO1"
"false","Fibroblast","Non-Cancerous","Fibroblast, Bone","ACH-000529","T173"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000018","T24"
"false","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000813","T3M10"
"false","Uterus","Gestational Trophoblastic Disease","Choriocarcinoma","ACH-002021","T3M3"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000085","T3M4"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","ACH-002042","T3M5"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-000147","T47D"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000381","T84"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000571","T98G"
"false","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ACH-000197","TALL1"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-001669","TANOUE"
"false","CNS/Brain","Embryonal Tumor","Primitive Neuroectodermal Tumor","ACH-001670","TASK1"
"false","CNS/Brain","Diffuse Glioma","Anaplastic Astrocytoma","ACH-002806","TB096"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-001283","TC106"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-001430","TC138"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-001431","TC205"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-001205","TC32"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-000424","TC71"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000502","TCCPAN2"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000720","TCCSUP"
"false","Cervix","Small Cell Carcinoma of the Cervix","Small Cell Carcinoma of the Cervix","ACH-002201","TCYIK"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000561","TDOTT"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000647","TE1"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000318","TE10"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000488","TE11"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-002311","TE12"
"false","Fibroblast","Non-Cancerous","Fibroblast, Soft Tissue","ACH-000079","TE125T"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000726","TE14"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000353","TE15"
"false","Fibroblast","Non-Cancerous","Fibroblast, Soft Tissue","ACH-000175","TE159T"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000917","TE4"
"false","Soft Tissue","Rhabdomyosarcoma","Rhabdomyosarcoma","ACH-000772","TE441T"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000408","TE5"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000605","TE6"
"false","Soft Tissue","Rhabdomyosarcoma","Rhabdomyosarcoma","ACH-000051","TE617T"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000452","TE8"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000694","TE9"
"false","Uterus","Endometrial Carcinoma","Uterine Clear Cell Carcinoma","ACH-000397","TEN"
"false","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","ACH-001672","TERA2"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000387","TF1"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Extrahepatic Cholangiocarcinoma","ACH-001673","TFK1"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000949","TGBC11TKB"
"false","Ampulla of Vater","Ampullary Carcinoma","Ampullary Carcinoma","ACH-002023","TGBC18TKB"
"false","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Cancer","ACH-001861","TGBC1TKB"
"false","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","ACH-002312","TGBC24TKB"
"false","Ampulla of Vater","Ampullary Carcinoma","Ampullary Carcinoma","ACH-001862","TGBC52TKB"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001674","TGW"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000146","THP1"
"false","Fibroblast","Non-Cancerous","Fibroblast, Lung","ACH-001207","TIG3TD"
"false","Lymphoid","Non-Hodgkin Lymphoma","Mature B-Cell Neoplasms","ACH-002313","TK"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-001208","TK10"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-001863","TKKK"
"false","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","ACH-002055","TL1"
"false","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000592","TM31"
"false","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","ACH-000172","TM87"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-002202","TMK1"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002080","TN2"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001403","TO14"
"false","Fibroblast","Non-Cancerous","Fibroblast","ACH-000125","TO175T"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-000285","TOLEDO"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Endometrioid Ovarian Cancer","ACH-000048","TOV112D"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-000885","TOV21G"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001675","TR146"
"false","Thyroid","Medullary Thyroid Cancer","Medullary Thyroid Cancer","ACH-001321","TT"
"false","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-002025","TT1TKB"
"false","Thyroid","Well-Differentiated Thyroid Cancer","Follicular Thyroid Cancer","ACH-000716","TT2609C02"
"false","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","ACH-001210","TTC1240"
"false","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ACH-001750","TTC442"
"false","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-001206","TTC466"
"false","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","ACH-001211","TTC549"
"false","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","ACH-001212","TTC642"
"false","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","ACH-000597","TTC709"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000459","TUHR10TKB"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-000317","TUHR14TKB"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-000495","TUHR4TKB"
"false","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","ACH-002314","TUR"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000430","TYKNU"
"false","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000040","U118MG"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001214","U138MG"
"false","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000208","U178"
"false","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000232","U251MG"
"false","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-001172","U251MGDM"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000626","U266B1"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-001677","U2904"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-002677","U2946"
"false","Lymphoid","Mature B-Cell Neoplasms","High-Grade B-Cell Lymphoma, with MYC and BCL2 and/or BCL6 Rearrangements","ACH-001679","U2973"
"false","Bone","Osteosarcoma","Osteosarcoma","ACH-000364","U2OS"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000036","U343"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-001680","U698M"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000075","U87MG"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000406","U937"
"false","Skin","Melanoma","Melanoma","ACH-000579","UACC257"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ACH-001683","UACC3133"
"false","Skin","Melanoma","Melanoma","ACH-000425","UACC62"
"false","Skin","Melanoma","Melanoma","ACH-002004","UACC62SKINCJ1"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ACH-000568","UACC812"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ACH-000554","UACC893"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000741","UBLC1"
"false","Bone","Chordoma","Chordoma","ACH-002204","UCH2"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-003099","UCSFOT1109"
"false","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","ACH-001685","UHO1"
"false","Lung","Lung Neuroendocrine Tumor","Lung Carcinoid","ACH-001417","UMC11"
"false","Head and Neck","Salivary Carcinoma","Adenoid Cystic Carcinoma","ACH-002711","UMHACC2A"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-001224","UMRC2"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-001687","UMRC3"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-001225","UMRC6"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-001688","UMRC7"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000834","UMUC1"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001412","UMUC10"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001413","UMUC11"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001407","UMUC13"
"false","Bladder/Urinary Tract","Urethral Cancer","Urethral Urothelial Carcinoma","ACH-001408","UMUC14"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001409","UMUC16"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000522","UMUC3"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001410","UMUC4"
"false","Bladder/Urinary Tract","Bladder Squamous Cell Carcinoma","Bladder Squamous Cell Carcinoma","ACH-001411","UMUC5"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001414","UMUC6"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001415","UMUC7"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001416","UMUC9"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-000428","UO31"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000262","UOK101"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001690","UPCISCC026"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001691","UPCISCC029A"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001692","UPCISCC040"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001693","UPCISCC072"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001694","UPCISCC074"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001227","UPCISCC090"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001695","UPCISCC099"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001696","UPCISCC111"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001698","UPCISCC116"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001699","UPCISCC131"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001228","UPCISCC152"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001229","UPCISCC154"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001701","UPCISCC200"
"false","Eye","Ocular Melanoma","Uveal Melanoma","ACH-002926","UPMD1"
"false","Eye","Ocular Melanoma","Uveal Melanoma","ACH-002925","UPMM3"
"false","Myeloid","Acute Myeloid Leukemia","Acute Megakaryoblastic Leukemia","ACH-001230","UT7"
"false","CNS/Brain","Embryonal Tumor","Medulloblastoma","ACH-001232","UW228"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001418","UWB1289"
"false","Soft Tissue","Epithelioid Sarcoma","Epithelioid Sarcoma","ACH-001702","VAESBJ"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-001703","VAL"
"false","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-000115","VCAP"
"false","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000545","VMCUB1"
"false","Skin","Melanoma","Melanoma","ACH-003105","VMM917"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-001233","VMRCLCD"
"false","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-001234","VMRCLCP"
"false","Skin","Melanoma","Melanoma","ACH-001704","VMRCMELG"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-000484","VMRCRCW"
"false","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-000171","VMRCRCZ"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-001419","VP229"
"false","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-001705","VP267"
"false","Lymphoid","Mature B-Cell Neoplasms","Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma","ACH-001707","WAOSEL"
"false","Eye","Retinoblastoma","Retinoblastoma","ACH-001421","WERIRB1"
"false","Myeloid","Hereditary Spherocytosis","Spherocytosis","ACH-002316","WIL2NS"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-002678","WILL1"
"false","Skin","Melanoma","Melanoma","ACH-000304","WM115"
"false","Skin","Melanoma","Cutaneous Melanoma","ACH-002205","WM1552C"
"false","Skin","Melanoma","Melanoma","ACH-000661","WM1799"
"false","Skin","Melanoma","Melanoma","ACH-001239","WM2664"
"false","Skin","Melanoma","Melanoma","ACH-002206","WM278"
"false","Skin","Melanoma","Acral Melanoma","ACH-002508","WM3211"
"false","Skin","Melanoma","Melanoma","ACH-002207","WM35"
"false","Eye","Ocular Melanoma","Uveal Melanoma","ACH-002687","WM3772F"
"false","Skin","Melanoma","Acral Melanoma","ACH-002509","WM4235"
"false","Skin","Melanoma","Melanoma","ACH-000827","WM793"
"false","Skin","Melanoma","Melanoma","ACH-000899","WM88"
"false","Skin","Melanoma","Melanoma","ACH-000765","WM983B"
"false","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-001422","WPE1NA22"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-000534","WSUDLCL2"
"false","Lymphoid","Mature B-Cell Neoplasms","Follicular Lymphoma","ACH-001708","WSUFSCCL"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-001709","WSUNHL"
"false","Eye","Retinoblastoma","Retinoblastoma","ACH-001295","Y79"
"false","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","ACH-001277","YAMATO"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000332","YAPC"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000723","YD10B"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000836","YD15"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","ACH-000762","YD38"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000630","YD8"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000469","YH13"
